EP, 01, 2021050712, GN, OFCL,  48,     ,      ,  40,   48, RJB, genFcst, , ,  0, 001, 
EP, 01, 2021050712, GN, OFCL, 120,     ,      ,  60,  120, RJB, genFcst, , ,  0, 001, 
EP, 01, 2021050712, GN, OFCL, 168,     ,      ,  60,  168, RJB, genFcst, , ,  0, 001, 
EP, 01, 2021050712, GN, OFCL,   0,     ,      , 100,    0,    , invest, 2021050712, ep902021,  1, 001, 
EP, 01, 2021050712, RI, RIOD,  36, 120N, 1020W,   0,  45,  65,    ,            0,           36, 
EP, 01, 2021050712, RI, RIOD,  48, 120N, 1020W,   0,  55,  75,    ,            0,           48, 
EP, 01, 2021050712, RI, RIOD,  72, 120N, 1020W,   0,  65,  85,    ,            0,           72, 
EP, 01, 2021050712, RI, RIOL,  12, 120N, 1020W,   4,  20,  40,    ,            0,           12, 
EP, 01, 2021050712, RI, RIOL,  24, 120N, 1020W,  23,  25,  45,    ,            0,           24, 
EP, 01, 2021050712, RI, RIOL,  24, 120N, 1020W,  17,  30,  50,    ,            0,           24, 
EP, 01, 2021050712, RI, RIOL,  24, 120N, 1020W,   6,  35,  55,    ,            0,           24, 
EP, 01, 2021050712, RI, RIOL,  24, 120N, 1020W,   1,  40,  60,    ,            0,           24, 
EP, 01, 2021050712, RI, RIOL,  36, 120N, 1020W,   9,  45,  65,    ,            0,           36, 
EP, 01, 2021050712, RI, RIOL,  48, 120N, 1020W,   4,  55,  75,    ,            0,           48, 
EP, 01, 2021050712, RI, RIOL,  72, 120N, 1020W,   2,  65,  85,    ,            0,           72, 
EP, 01, 2021050712, TR, GPCC,  12,     ,      ,  68,   26,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050712, TR, GPCC,  24,     ,      ,  68,   40,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050712, TR, GPCC,  36,     ,      ,  68,   52,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050712, TR, GPCC,  48,     ,      ,  68,   65,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050712, TR, GPCC,  72,     ,      ,  68,   88,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050712, TR, GPCC,  96,     ,      ,  68,  118,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050712, TR, GPCC, 120,     ,      ,  68,  149,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050718, IN, IVCN,  12,     ,      ,  68,  29,   ,    8, 
EP, 01, 2021050718, IN, IVCN,  24,     ,      ,  68,  30,   ,   10, 
EP, 01, 2021050718, IN, IVCN,  36,     ,      ,  68,  33,   ,   11, 
EP, 01, 2021050718, IN, IVCN,  48,     ,      ,  68,  34,   ,   16, 
EP, 01, 2021050718, IN, IVCN,  72,     ,      ,  68,  34,   ,   18, 
EP, 01, 2021050718, IN, IVCN,  96,     ,      ,  68,  27,   ,   17, 
EP, 01, 2021050718, RI, DTPE,  12, 112N, 1025W,   0,  20,  45,    ,            0,           12, 
EP, 01, 2021050718, RI, DTPE,  24, 112N, 1025W,   0,  25,  50,    ,            0,           24, 
EP, 01, 2021050718, RI, DTPE,  24, 112N, 1025W,   0,  30,  55,    ,            0,           24, 
EP, 01, 2021050718, RI, DTPE,  24, 112N, 1025W,   0,  35,  60,    ,            0,           24, 
EP, 01, 2021050718, RI, DTPE,  24, 112N, 1025W,   0,  40,  65,    ,            0,           24, 
EP, 01, 2021050718, RI, DTPE,  36, 112N, 1025W,   0,  45,  70,    ,            0,           36, 
EP, 01, 2021050718, RI, DTPE,  48, 112N, 1025W,   0,  55,  80,    ,            0,           48, 
EP, 01, 2021050718, RI, DTPE,  72, 112N, 1025W,   0,  65,  90,    ,            0,           72, 
EP, 01, 2021050718, RI, EIOB,  12, 112N, 1025W,   4,  20,  45,    ,            0,           12, 
EP, 01, 2021050718, RI, EIOB,  24, 112N, 1025W,   1,  25,  50,    ,            0,           24, 
EP, 01, 2021050718, RI, EIOB,  24, 112N, 1025W,   0,  30,  55,    ,            0,           24, 
EP, 01, 2021050718, RI, EIOB,  24, 112N, 1025W,   0,  35,  60,    ,            0,           24, 
EP, 01, 2021050718, RI, EIOB,  24, 112N, 1025W,   0,  40,  65,    ,            0,           24, 
EP, 01, 2021050718, RI, EIOB,  36, 112N, 1025W,   0,  45,  70,    ,            0,           36, 
EP, 01, 2021050718, RI, EIOB,  48, 112N, 1025W,   2,  55,  80,    ,            0,           48, 
EP, 01, 2021050718, RI, EIOB,  72, 112N, 1025W,   0,  65,  90,    ,            0,           72, 
EP, 01, 2021050718, RI, EIOC,  12, 112N, 1025W,   4,  20,  45,    ,            0,           12, 
EP, 01, 2021050718, RI, EIOC,  24, 112N, 1025W,  22,  25,  50,    ,            0,           24, 
EP, 01, 2021050718, RI, EIOC,  24, 112N, 1025W,  17,  30,  55,    ,            0,           24, 
EP, 01, 2021050718, RI, EIOC,  24, 112N, 1025W,   5,  35,  60,    ,            0,           24, 
EP, 01, 2021050718, RI, EIOC,  24, 112N, 1025W,   1,  40,  65,    ,            0,           24, 
EP, 01, 2021050718, RI, EIOC,  36, 112N, 1025W,  18,  45,  70,    ,            0,           36, 
EP, 01, 2021050718, RI, EIOC,  48, 112N, 1025W,  18,  55,  80,    ,            0,           48, 
EP, 01, 2021050718, RI, EIOC,  72, 112N, 1025W,   8,  65,  90,    ,            0,           72, 
EP, 01, 2021050718, RI, EIOD,  12, 112N, 1025W,   0,  20,  45,    ,            0,           12, 
EP, 01, 2021050718, RI, EIOD,  24, 112N, 1025W,  31,  25,  50,    ,            0,           24, 
EP, 01, 2021050718, RI, EIOD,  24, 112N, 1025W,  24,  30,  55,    ,            0,           24, 
EP, 01, 2021050718, RI, EIOD,  24, 112N, 1025W,   0,  35,  60,    ,            0,           24, 
EP, 01, 2021050718, RI, EIOD,  24, 112N, 1025W,   0,  40,  65,    ,            0,           24, 
EP, 01, 2021050718, RI, EIOD,  36, 112N, 1025W,  24,  45,  70,    ,            0,           36, 
EP, 01, 2021050718, RI, EIOD,  48, 112N, 1025W,  22,  55,  80,    ,            0,           48, 
EP, 01, 2021050718, RI, EIOD,  72, 112N, 1025W,   0,  65,  90,    ,            0,           72, 
EP, 01, 2021050718, RI, EIOL,  12, 112N, 1025W,   9,  20,  45,    ,            0,           12, 
EP, 01, 2021050718, RI, EIOL,  24, 112N, 1025W,  34,  25,  50,    ,            0,           24, 
EP, 01, 2021050718, RI, EIOL,  24, 112N, 1025W,  27,  30,  55,    ,            0,           24, 
EP, 01, 2021050718, RI, EIOL,  24, 112N, 1025W,  16,  35,  60,    ,            0,           24, 
EP, 01, 2021050718, RI, EIOL,  24, 112N, 1025W,   2,  40,  65,    ,            0,           24, 
EP, 01, 2021050718, RI, EIOL,  36, 112N, 1025W,  31,  45,  70,    ,            0,           36, 
EP, 01, 2021050718, RI, EIOL,  48, 112N, 1025W,  30,  55,  80,    ,            0,           48, 
EP, 01, 2021050718, RI, EIOL,  72, 112N, 1025W,  22,  65,  90,    ,            0,           72, 
EP, 01, 2021050718, RI, RIOB,  12, 112N, 1025W,   9,  20,  45,    ,            0,           12, 
EP, 01, 2021050718, RI, RIOB,  24, 112N, 1025W,   0,  25,  50,    ,            0,           24, 
EP, 01, 2021050718, RI, RIOB,  24, 112N, 1025W,   0,  30,  55,    ,            0,           24, 
EP, 01, 2021050718, RI, RIOB,  24, 112N, 1025W,   0,  35,  60,    ,            0,           24, 
EP, 01, 2021050718, RI, RIOB,  24, 112N, 1025W,   0,  40,  65,    ,            0,           24, 
EP, 01, 2021050718, RI, RIOB,  36, 112N, 1025W,   0,  45,  70,    ,            0,           36, 
EP, 01, 2021050718, RI, RIOB,  48, 112N, 1025W,   2,  55,  80,    ,            0,           48, 
EP, 01, 2021050718, RI, RIOB,  72, 112N, 1025W,   0,  65,  90,    ,            0,           72, 
EP, 01, 2021050718, RI, RIOC,  12, 112N, 1025W,   5,  20,  45,    ,            0,           12, 
EP, 01, 2021050718, RI, RIOC,  24, 112N, 1025W,  21,  25,  50,    ,            0,           24, 
EP, 01, 2021050718, RI, RIOC,  24, 112N, 1025W,  19,  30,  55,    ,            0,           24, 
EP, 01, 2021050718, RI, RIOC,  24, 112N, 1025W,   5,  35,  60,    ,            0,           24, 
EP, 01, 2021050718, RI, RIOC,  24, 112N, 1025W,   0,  40,  65,    ,            0,           24, 
EP, 01, 2021050718, RI, RIOC,  36, 112N, 1025W,  18,  45,  70,    ,            0,           36, 
EP, 01, 2021050718, RI, RIOC,  48, 112N, 1025W,  15,  55,  80,    ,            0,           48, 
EP, 01, 2021050718, RI, RIOC,  72, 112N, 1025W,   5,  65,  90,    ,            0,           72, 
EP, 01, 2021050718, RI, RIOD,  12, 112N, 1025W,   0,  20,  45,    ,            0,           12, 
EP, 01, 2021050718, RI, RIOD,  24, 112N, 1025W,  31,  25,  50,    ,            0,           24, 
EP, 01, 2021050718, RI, RIOD,  24, 112N, 1025W,  31,  30,  55,    ,            0,           24, 
EP, 01, 2021050718, RI, RIOD,  24, 112N, 1025W,   0,  35,  60,    ,            0,           24, 
EP, 01, 2021050718, RI, RIOD,  24, 112N, 1025W,   0,  40,  65,    ,            0,           24, 
EP, 01, 2021050718, RI, RIOD,  36, 112N, 1025W,  26,  45,  70,    ,            0,           36, 
EP, 01, 2021050718, RI, RIOD,  48, 112N, 1025W,  27,  55,  80,    ,            0,           48, 
EP, 01, 2021050718, RI, RIOD,  72, 112N, 1025W,   0,  65,  90,    ,            0,           72, 
EP, 01, 2021050718, RI, RIOL,  12, 112N, 1025W,   5,  20,  45,    ,            0,           12, 
EP, 01, 2021050718, RI, RIOL,  24, 112N, 1025W,  33,  25,  50,    ,            0,           24, 
EP, 01, 2021050718, RI, RIOL,  24, 112N, 1025W,  27,  30,  55,    ,            0,           24, 
EP, 01, 2021050718, RI, RIOL,  24, 112N, 1025W,  14,  35,  60,    ,            0,           24, 
EP, 01, 2021050718, RI, RIOL,  24, 112N, 1025W,   1,  40,  65,    ,            0,           24, 
EP, 01, 2021050718, RI, RIOL,  36, 112N, 1025W,  27,  45,  70,    ,            0,           36, 
EP, 01, 2021050718, RI, RIOL,  48, 112N, 1025W,  15,  55,  80,    ,            0,           48, 
EP, 01, 2021050718, RI, RIOL,  72, 112N, 1025W,  16,  65,  90,    ,            0,           72, 
EP, 01, 2021050718, TR, GPCC,  12, 120N, 1049W,  68,   26,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050718, TR, GPCC,  24, 129N, 1068W,  68,   40,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050718, TR, GPCC,  36, 137N, 1079W,  68,   52,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050718, TR, GPCC,  48, 145N, 1084W,  68,   65,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050718, TR, GPCC,  72, 156N, 1095W,  68,   88,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050718, TR, GPCC,  96, 154N, 1115W,  68,  118,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050718, TR, GPCC, 120,     ,      ,  68,  149,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050718, TR, TVCN,  12, 120N, 1049W,  68,   35,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050718, TR, TVCN,  24, 129N, 1068W,  68,   49,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050718, TR, TVCN,  36, 137N, 1079W,  68,   51,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050718, TR, TVCN,  48, 145N, 1084W,  68,   59,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050718, TR, TVCN,  72, 156N, 1095W,  68,   79,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050718, TR, TVCN,  96, 154N, 1115W,  68,  113,   ,   0,    ,    0,    0,    0,    0, 
EP, 01, 2021050718, WR, RVCN,   0, 112N, 1025W,  68,   0, 34,    0, 
EP, 01, 2021050718, WR, RVCN,  12, 120N, 1049W,  68,   0, 34,    0, 
EP, 01, 2021050718, WR, RVCN,  24, 129N, 1068W,  68,   0, 34,    0, 
EP, 01, 2021050718, WR, RVCN,  36, 137N, 1079W,  68,   0, 34,    0, 
EP, 01, 2021050718, WR, RVCN,  48, 145N, 1084W,  68,   0, 34,    0, 
EP, 01, 2021050718, WR, RVCN,  60, 151N, 1089W,  68,   0, 34,    0, 
EP, 01, 2021050718, WR, RVCN,  72, 156N, 1095W,  68,   0, 34,    0, 
EP, 01, 2021050718, WR, RVCN,  84, 156N, 1104W,  68,   0, 34,    0, 
EP, 01, 2021050718, WR, RVCN,  96, 154N, 1115W,  68,   0, 34,    0, 
EP, 01, 2021050718, WR, RVCN, 108, 149N, 1127W,  68,   0, 34,    0, 
EP, 01, 2021050718, WR, RVCN, 120, 160N, 1139W,  68,   0, 34,    0, 
EP, 01, 2021050800, IN, ICON,  12,     ,      ,  68,  36,   ,    8, 
EP, 01, 2021050800, IN, ICON,  24,     ,      ,  68,  38,   ,   10, 
EP, 01, 2021050800, IN, ICON,  36,     ,      ,  68,  39,   ,   11, 
EP, 01, 2021050800, IN, ICON,  48,     ,      ,  68,  39,   ,   16, 
EP, 01, 2021050800, IN, ICON,  72,     ,      ,  68,  32,   ,   18, 
EP, 01, 2021050800, IN, ICON,  96,     ,      ,  68,  20,   ,   17, 
EP, 01, 2021050800, IN, IVCN,  12,     ,      ,  68,  36,   ,    8, 
EP, 01, 2021050800, IN, IVCN,  24,     ,      ,  68,  38,   ,   10, 
EP, 01, 2021050800, IN, IVCN,  36,     ,      ,  68,  38,   ,   11, 
EP, 01, 2021050800, IN, IVCN,  48,     ,      ,  68,  37,   ,   16, 
EP, 01, 2021050800, IN, IVCN,  72,     ,      ,  68,  30,   ,   18, 
EP, 01, 2021050800, IN, IVCN,  96,     ,      ,  68,  20,   ,   17, 
EP, 01, 2021050800, IN, IVCN, 120,     ,      ,  68,  20,   ,   17, 
EP, 01, 2021050800, IN, IVRI,  12,     ,      ,  68,  37,   ,    8, 
EP, 01, 2021050800, IN, IVRI,  24,     ,      ,  68,  41,   ,   10, 
EP, 01, 2021050800, RI, DTOP,  12, 125N, 1039W,   1,  20,  50,    ,            0,           12, 
EP, 01, 2021050800, RI, DTOP,  24, 125N, 1039W,   8,  25,  55,    ,            0,           24, 
EP, 01, 2021050800, RI, DTOP,  24, 125N, 1039W,   4,  30,  60,    ,            0,           24, 
EP, 01, 2021050800, RI, DTOP,  24, 125N, 1039W,   2,  35,  65,    ,            0,           24, 
EP, 01, 2021050800, RI, DTOP,  24, 125N, 1039W,   1,  40,  70,    ,            0,           24, 
EP, 01, 2021050800, RI, DTOP,  36, 125N, 1039W,   3,  45,  75,    ,            0,           36, 
EP, 01, 2021050800, RI, DTOP,  48, 125N, 1039W,   4,  55,  85,    ,            0,           48, 
EP, 01, 2021050800, RI, DTOP,  72, 125N, 1039W,   3,  65,  95,    ,            0,           72, 
EP, 01, 2021050800, RI, DTPE,  12, 125N, 1039W,   0,  20,  50,    ,            0,           12, 
EP, 01, 2021050800, RI, DTPE,  24, 125N, 1039W,   3,  25,  55,    ,            0,           24, 
EP, 01, 2021050800, RI, DTPE,  24, 125N, 1039W,   1,  30,  60,    ,            0,           24, 
EP, 01, 2021050800, RI, DTPE,  24, 125N, 1039W,   0,  35,  65,    ,            0,           24, 
EP, 01, 2021050800, RI, DTPE,  24, 125N, 1039W,   0,  40,  70,    ,            0,           24, 
EP, 01, 2021050800, RI, DTPE,  36, 125N, 1039W,   1,  45,  75,    ,            0,           36, 
